uniqueid,zettaicode,locationna,wancode,prefectuei,watercode,renban,nendo,survey_ym,surveyyear,surveymont,surveyday,saisuipoin,saisuidept,latitude,longitude,dataflag,scale,wtemp,depth,region,year_folder,is_near_anoxic,Season,do_2,salt2,ph2,toc2,tn2,tp2,cod2,nh4n2,no2n2,no3n2,po4p2,chloroph_1,feiochin2,doc2
0000065111,00028169,兵庫県169,04,28,305,169,2021,2021-12-01,2022,1,6,2,37.0,34.54916667,134.4172222,1,-1,12.3,38.0,SIS,2021,False,Winter,9.2,31.9,7.98,0.0,0.14,0.024,1.5,0.01,0.008,0.01,0.018,0.8,2.7,0.0
0000066545,00028169,兵庫県169,04,28,305,169,2022,2022-03-01,2022,5,12,2,37.0,34.54916667,134.4172222,1,-1,14.7,38.0,SIS,2022,False,Other,7.3,32.47,7.95,0.0,0.14,0.022,1.4,0.03,0.002,0.01,0.014,0.9,2.0,0.0
0000066567,00028169,兵庫県169,04,28,305,169,2022,2022-06-01,2022,7,7,2,36.0,34.54916667,134.4172222,1,-1,20.0,37.0,SIS,2022,False,Summer,5.4,32.43,7.88,0.0,0.11,0.024,1.6,0.01,0.006,0.06,0.023,0.1,0.7,0.0
0000066589,00028169,兵庫県169,04,28,305,169,2022,2022-09-01,2022,10,5,2,35.0,34.54916667,134.4172222,1,-1,24.5,36.0,SIS,2022,False,Other,6.5,32.33,8.02,0.0,0.15,0.029,1.4,0.01,0.008,0.04,0.02,1.5,3.5,0.0
0000066611,00028169,兵庫県169,04,28,305,169,2022,2022-12-01,2023,1,6,2,38.0,34.54916667,134.4172222,1,-1,11.3,39.0,SIS,2022,False,Winter,9.4,32.82,8.05,0.0,0.08,0.021,1.8,0.01,0.002,0.02,0.014,4.9,5.0,0.0
0000068037,00028169,兵庫県169,04,28,305,169,2023,2023-03-01,2023,5,11,2,37.0,34.54916667,134.4172222,1,-1,16.7,38.0,SIS,2023,False,Other,8.2,32.44,8.0,0.0,0.05,0.017,1.6,0.01,0.002,0.01,0.007,1.0,2.6,0.0
0000068059,00028169,兵庫県169,04,28,305,169,2023,2023-06-01,2023,7,7,2,37.0,34.54916667,134.4172222,1,-1,20.6,38.0,SIS,2023,False,Summer,5.5,31.78,7.91,0.0,0.18,0.031,1.6,0.01,0.005,0.08,0.027,0.2,0.7,0.0
0000068081,00028169,兵庫県169,04,28,305,169,2023,2023-09-01,2023,10,4,2,37.0,34.54916667,134.4172222,1,-1,26.6,38.0,SIS,2023,False,Other,6.9,31.37,8.13,0.0,0.08,0.025,2.3,0.01,0.002,0.01,0.015,3.1,1.5,0.0
0000068103,00028169,兵庫県169,04,28,305,169,2023,2023-12-01,2024,1,9,2,38.0,34.54916667,134.4172222,1,-1,11.7,39.0,SIS,2023,False,Winter,9.3,32.19,8.02,0.0,0.1,0.018,1.6,0.01,0.002,0.01,0.014,1.5,1.6,0.0
0000001861,00033182,岡山県182,04,33,305,182,1981,1981-03-01,1981,5,27,2,10.0,34.66444444,134.2994444,1,-1,16.0,12.0,SIS,1981,False,Other,9.1,31.07,8.2,0.0,0.2,0.04,1.0,0.0,0.0,0.0,0.01,17.9,0.0,0.0
0000001862,00033182,岡山県182,04,33,305,182,1981,1981-06-01,1981,8,5,2,10.0,34.66444444,134.2994444,1,-1,25.0,12.0,SIS,1981,False,Summer,6.3,31.07,8.1,0.0,0.3,0.02,1.8,0.03,0.012,0.0,0.0,2.7,0.0,0.0
0000001863,00033182,岡山県182,04,33,305,182,1981,1981-09-01,1981,10,21,2,18.0,34.66444444,134.2994444,1,-1,21.2,20.0,SIS,1981,False,Other,6.4,30.89,8.1,0.0,0.6,0.04,2.6,0.05,0.058,0.11,0.0,4.3,0.0,0.0
0000001864,00033182,岡山県182,04,33,305,182,1981,1981-12-01,1982,1,20,2,10.0,34.66444444,134.2994444,1,-1,7.5,12.0,SIS,1981,False,Winter,9.1,32.16,8.2,0.0,0.2,0.03,1.6,0.02,0.005,0.06,0.0,2.1,0.0,0.0
0000003293,00033182,岡山県182,04,33,305,182,1982,1982-03-01,1982,5,18,2,10.0,34.66444444,134.2994444,1,-1,16.0,12.0,SIS,1982,False,Other,8.3,31.8,8.1,0.0,0.1,0.02,2.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
0000003294,00033182,岡山県182,04,33,305,182,1982,1982-06-01,1982,7,14,2,9.0,34.66444444,134.2994444,1,-1,22.9,11.0,SIS,1982,False,Summer,6.5,32.16,8.1,0.0,0.3,0.02,1.7,0.0,0.0,0.0,0.0,8.0,0.0,0.0
0000003295,00033182,岡山県182,04,33,305,182,1982,1982-09-01,1982,10,26,2,8.0,34.66444444,134.2994444,1,-1,20.0,10.0,SIS,1982,False,Other,7.7,31.25,8.2,0.0,0.2,0.02,1.5,0.01,0.007,0.02,0.0,4.8,0.0,0.0
0000003296,00033182,岡山県182,04,33,305,182,1982,1982-12-01,1983,1,25,2,10.0,34.66444444,134.2994444,1,-1,7.0,12.0,SIS,1982,False,Winter,9.9,32.16,8.5,0.0,0.2,0.02,2.3,0.0,0.0,0.0,0.0,8.6,0.0,0.0
0000004771,00033182,岡山県182,04,33,305,182,1983,1983-03-01,1983,5,17,2,11.0,34.66444444,134.2994444,1,-1,17.0,13.0,SIS,1983,False,Other,8.2,31.38,8.3,0.0,0.2,0.04,2.8,0.0,0.0,0.0,0.0,3.5,0.0,0.0
0000004772,00033182,岡山県182,04,33,305,182,1983,1983-06-01,1983,8,2,2,9.0,34.66444444,134.2994444,1,-1,24.0,11.0,SIS,1983,False,Summer,4.9,31.81,8.0,0.0,0.3,0.05,1.8,0.01,0.013,0.03,0.01,2.7,0.0,0.0
0000004773,00033182,岡山県182,04,33,305,182,1983,1983-09-01,1983,10,18,2,10.0,34.66444444,134.2994444,1,-1,23.0,12.0,SIS,1983,False,Other,6.9,30.89,8.1,0.0,0.3,0.07,1.0,0.01,0.059,0.08,0.02,2.9,0.0,0.0
0000004774,00033182,岡山県182,04,33,305,182,1983,1983-12-01,1984,1,24,2,9.0,34.66444444,134.2994444,1,-1,6.8,11.0,SIS,1983,False,Winter,9.8,33.06,8.3,0.0,0.3,0.02,1.9,0.01,0.0,0.01,0.01,6.7,0.0,0.0
0000006251,00033182,岡山県182,04,33,305,182,1984,1984-03-01,1984,5,22,2,10.0,34.66444444,134.2994444,1,-1,17.2,12.0,SIS,1984,False,Other,9.7,32.16,8.3,0.0,0.2,0.01,3.0,0.0,0.0,0.01,0.0,6.3,0.0,0.0
0000006252,00033182,岡山県182,04,33,305,182,1984,1984-06-01,1984,7,10,2,10.0,34.66444444,134.2994444,1,-1,21.9,12.0,SIS,1984,False,Summer,6.3,32.16,8.0,0.0,0.3,0.02,2.7,0.0,0.0,0.0,0.0,10.4,0.0,0.0
0000006253,00033182,岡山県182,04,33,305,182,1984,1984-09-01,1984,10,16,2,11.0,34.66444444,134.2994444,1,-1,21.5,13.0,SIS,1984,False,Other,7.9,32.88,8.1,0.0,0.3,0.05,4.0,0.01,0.019,0.01,0.0,11.4,0.0,0.0
0000006254,00033182,岡山県182,04,33,305,182,1984,1984-12-01,1985,2,13,2,10.0,34.66444444,134.2994444,1,-1,8.7,12.0,SIS,1984,False,Winter,10.0,33.42,8.2,0.0,0.4,0.01,1.6,0.0,0.0,0.01,0.0,3.6,0.0,0.0
0000007729,00033182,岡山県182,04,33,305,182,1985,1985-03-01,1985,5,28,2,11.0,34.66444444,134.2994444,1,-1,19.1,13.0,SIS,1985,False,Other,8.4,30.53,8.1,0.0,0.2,0.02,1.8,0.0,0.0,0.01,0.0,2.3,0.0,0.0
0000007730,00033182,岡山県182,04,33,305,182,1985,1985-06-01,1985,7,10,2,10.0,34.66444444,134.2994444,1,-1,21.0,12.0,SIS,1985,False,Summer,7.8,31.25,7.9,0.0,0.4,0.02,2.3,0.0,0.021,0.08,0.0,3.6,0.0,0.0
0000007731,00033182,岡山県182,04,33,305,182,1985,1985-09-01,1985,10,8,2,8.0,34.66444444,134.2994444,1,-1,22.5,10.0,SIS,1985,False,Other,6.4,31.07,7.9,0.0,0.6,0.05,2.3,0.0,0.028,0.16,0.02,4.7,0.0,0.0
0000007732,00033182,岡山県182,04,33,305,182,1985,1985-12-01,1986,1,29,2,10.0,34.66444444,134.2994444,1,-1,6.8,12.0,SIS,1985,False,Winter,10.0,32.88,8.0,0.0,0.3,0.03,2.4,0.02,0.007,0.06,0.0,5.7,0.0,0.0
0000009207,00033182,岡山県182,04,33,305,182,1986,1986-03-01,1986,5,28,2,10.0,34.66444444,134.2994444,1,-1,17.5,12.0,SIS,1986,False,Other,9.0,30.71,8.2,0.0,0.5,0.01,2.4,0.04,0.0,0.0,0.0,4.8,0.0,0.0
0000009208,00033182,岡山県182,04,33,305,182,1986,1986-06-01,1986,7,15,2,11.0,34.66444444,134.2994444,1,-1,22.8,12.0,SIS,1986,False,Summer,5.2,29.09,8.1,0.0,0.2,0.04,2.7,0.03,0.011,0.04,0.0,8.6,0.0,0.0
0000009209,00033182,岡山県182,04,33,305,182,1986,1986-09-01,1986,10,14,2,10.0,34.66444444,134.2994444,1,-1,21.5,12.0,SIS,1986,False,Other,7.8,31.43,8.0,0.0,0.3,0.05,2.0,0.02,0.018,0.04,0.01,28.2,0.0,0.0
0000009210,00033182,岡山県182,04,33,305,182,1986,1986-12-01,1987,1,20,2,10.0,34.66444444,134.2994444,1,-1,8.5,12.0,SIS,1986,False,Winter,9.2,32.16,8.0,0.0,0.3,0.06,1.9,0.04,0.014,0.06,0.0,4.4,0.0,0.0
0000010687,00033182,岡山県182,04,33,305,182,1987,1987-03-01,1987,5,14,2,9.0,34.66444444,134.2994444,1,-1,16.5,11.0,SIS,1987,False,Other,8.7,31.98,8.2,0.0,0.2,0.01,2.1,0.0,0.0,0.0,0.0,3.3,0.0,0.0
0000010688,00033182,岡山県182,04,33,305,182,1987,1987-06-01,1987,7,15,2,9.0,34.66444444,134.2994444,1,-1,24.0,11.0,SIS,1987,False,Summer,6.4,31.8,8.1,0.0,0.1,0.03,2.1,0.0,0.0,0.01,0.0,2.6,0.0,0.0
0000010689,00033182,岡山県182,04,33,305,182,1987,1987-09-01,1987,10,14,2,8.0,34.66444444,134.2994444,1,-1,23.0,10.0,SIS,1987,False,Other,6.8,31.98,7.9,0.0,0.4,0.05,2.1,0.01,0.043,0.06,0.01,4.7,0.0,0.0
0000010690,00033182,岡山県182,04,33,305,182,1987,1987-12-01,1988,1,20,2,9.0,34.66444444,134.2994444,1,-1,9.5,11.0,SIS,1987,False,Winter,8.8,31.98,7.9,0.0,0.2,0.05,2.2,0.01,0.018,0.06,0.01,3.1,0.0,0.0
0000012163,00033182,岡山県182,04,33,305,182,1988,1988-03-01,1988,5,12,2,9.0,34.66444444,134.2994444,1,-1,15.0,11.0,SIS,1988,False,Other,8.6,31.8,7.8,0.0,0.28,0.026,2.3,0.0,0.0,0.0,0.0,3.3,0.0,0.0
0000012164,00033182,岡山県182,04,33,305,182,1988,1988-06-01,1988,7,14,2,9.0,34.66444444,134.2994444,1,-1,13.0,11.0,SIS,1988,False,Summer,6.5,30.71,8.0,0.0,0.36,0.058,3.9,0.05,0.0,0.01,0.0,13.5,0.0,0.0
0000012165,00033182,岡山県182,04,33,305,182,1988,1988-09-01,1988,10,13,2,10.0,34.66444444,134.2994444,1,-1,22.0,12.0,SIS,1988,False,Other,5.7,30.89,7.9,0.0,0.46,0.047,2.3,0.09,0.044,0.11,0.01,2.3,0.0,0.0
0000012166,00033182,岡山県182,04,33,305,182,1988,1988-12-01,1989,1,26,2,9.0,34.66444444,134.2994444,1,-1,8.5,11.0,SIS,1988,False,Winter,9.5,31.8,8.3,0.0,0.25,0.012,1.7,0.0,0.0,0.0,0.0,4.7,0.0,0.0
0000013637,00033182,岡山県182,04,33,305,182,1989,1989-03-01,1989,5,16,2,9.0,34.66444444,134.2994444,1,-1,15.5,11.0,SIS,1989,False,Other,7.6,31.9,8.2,0.0,0.29,0.014,1.6,0.0,0.0,0.02,0.0,3.3,0.0,0.0
0000013638,00033182,岡山県182,04,33,305,182,1989,1989-06-01,1989,7,11,2,7.5,34.66444444,134.2994444,1,-1,21.5,9.5,SIS,1989,False,Summer,6.5,31.2,8.1,0.0,0.19,0.022,2.0,0.0,0.02,0.02,0.0,3.5,0.0,0.0
0000013639,00033182,岡山県182,04,33,305,182,1989,1989-09-01,1989,10,12,2,10.0,34.66444444,134.2994444,1,-1,22.8,11.0,SIS,1989,False,Other,7.2,29.9,8.3,0.0,0.67,0.038,3.4,0.0,0.095,0.04,0.0,5.8,0.0,0.0
0000013640,00033182,岡山県182,04,33,305,182,1989,1989-12-01,1990,1,24,2,11.0,34.66444444,134.2994444,1,-1,7.0,12.0,SIS,1989,False,Winter,9.7,31.5,8.2,0.0,0.39,0.039,2.8,0.0,0.005,0.03,0.01,7.0,0.0,0.0
0000015117,00033182,岡山県182,04,33,305,182,1990,1990-03-01,1990,5,15,2,8.0,34.66444444,134.2994444,1,-1,16.0,10.0,SIS,1990,False,Other,8.1,31.2,8.2,0.0,0.23,0.032,2.5,0.0,0.0,0.0,0.0,4.9,0.0,0.0
0000015118,00033182,岡山県182,04,33,305,182,1990,1990-06-01,1990,7,24,2,9.0,34.66444444,134.2994444,1,-1,24.0,11.0,SIS,1990,False,Summer,5.9,31.1,8.2,0.0,0.68,0.033,3.3,0.03,0.0,0.01,0.0,5.9,0.0,0.0
0000015119,00033182,岡山県182,04,33,305,182,1990,1990-09-01,1990,10,23,2,9.0,34.66444444,134.2994444,1,-1,22.0,11.0,SIS,1990,False,Other,5.4,30.0,8.0,0.0,0.25,0.042,1.4,0.0,0.05,0.13,0.02,2.6,0.0,0.0
0000015120,00033182,岡山県182,04,33,305,182,1990,1990-12-01,1991,1,22,2,9.0,34.66444444,134.2994444,1,-1,9.5,11.0,SIS,1990,False,Winter,10.0,31.8,8.3,0.0,0.18,0.027,1.5,0.0,0.0,0.01,0.0,9.7,0.0,0.0
0000016597,00033182,岡山県182,04,33,305,182,1991,1991-03-01,1991,5,21,2,9.0,34.66444444,134.2994444,1,-1,16.0,11.0,SIS,1991,False,Other,8.1,31.2,8.1,0.0,0.42,0.026,3.2,0.0,0.0,0.0,0.0,5.2,0.0,0.0
0000016598,00033182,岡山県182,04,33,305,182,1991,1991-06-01,1991,7,23,2,9.0,34.66444444,134.2994444,1,-1,23.0,11.0,SIS,1991,False,Summer,5.0,30.7,8.0,0.0,0.33,0.05,2.9,0.03,0.012,0.02,0.0,17.0,0.0,0.0
0000016599,00033182,岡山県182,04,33,305,182,1991,1991-09-01,1991,10,22,2,9.0,34.66444444,134.2994444,1,-1,21.0,11.0,SIS,1991,False,Other,6.8,31.4,8.0,0.0,0.3,0.05,1.4,0.0,0.045,0.13,0.02,3.5,0.0,0.0
0000016600,00033182,岡山県182,04,33,305,182,1991,1991-12-01,1992,1,21,2,10.0,34.66444444,134.2994444,1,-1,9.7,12.0,SIS,1991,False,Winter,9.2,31.7,8.2,0.0,0.25,0.036,1.8,0.01,0.012,0.06,0.01,2.2,0.0,0.0
0000018077,00033182,岡山県182,04,33,305,182,1992,1992-03-01,1992,5,14,2,9.0,34.66444444,134.2994444,1,-1,17.0,11.0,SIS,1992,False,Other,8.5,31.5,8.3,0.0,0.25,0.025,3.8,0.0,0.0,0.0,0.0,4.9,0.0,0.0
0000018078,00033182,岡山県182,04,33,305,182,1992,1992-06-01,1992,7,21,2,17.0,34.66444444,134.2994444,1,-1,23.0,19.0,SIS,1992,False,Summer,5.6,31.7,8.0,0.0,0.43,0.086,2.7,0.02,0.015,0.04,0.01,9.4,0.0,0.0
0000018079,00033182,岡山県182,04,33,305,182,1992,1992-09-01,1992,10,20,2,8.0,34.66444444,134.2994444,1,-1,21.5,10.0,SIS,1992,False,Other,6.7,31.0,8.0,0.0,0.33,0.083,2.0,0.0,0.039,0.08,0.02,6.4,0.0,0.0
0000018080,00033182,岡山県182,04,33,305,182,1992,1992-12-01,1993,1,21,2,10.0,34.66444444,134.2994444,1,-1,8.5,12.0,SIS,1992,False,Winter,9.2,31.5,8.1,0.0,0.31,0.03,2.1,0.01,0.017,0.1,0.02,3.4,0.0,0.0
0000019557,00033182,岡山県182,04,33,305,182,1993,1993-03-01,1993,5,18,2,9.0,34.66444444,134.2994444,1,-1,14.5,11.0,SIS,1993,False,Other,8.3,32.2,8.2,0.0,0.24,0.034,2.9,0.06,0.0,0.0,0.0,10.0,0.0,0.0
0000019558,00033182,岡山県182,04,33,305,182,1993,1993-06-01,1993,7,13,2,8.0,34.66444444,134.2994444,1,-1,22.0,10.0,SIS,1993,False,Summer,4.6,30.6,7.9,0.0,0.42,0.066,3.1,0.03,0.022,0.05,0.01,14.0,0.0,0.0
0000019559,00033182,岡山県182,04,33,305,182,1993,1993-09-01,1993,10,12,2,18.0,34.66444444,134.2994444,1,-1,22.1,20.0,SIS,1993,False,Other,7.1,29.7,8.4,0.0,0.28,0.046,5.9,0.0,0.0,0.0,0.0,28.0,0.0,0.0
0000019560,00033182,岡山県182,04,33,305,182,1993,1993-12-01,1994,1,11,2,11.0,34.66444444,134.2994444,1,-1,9.5,13.0,SIS,1993,False,Winter,11.0,30.7,8.6,0.0,0.33,0.025,3.4,0.01,0.0,0.0,0.0,13.0,0.0,0.0
0000021037,00033182,岡山県182,04,33,305,182,1994,1994-03-01,1994,5,17,2,7.0,34.66444444,134.2994444,1,-1,15.7,9.0,SIS,1994,False,Other,7.5,31.6,8.5,0.0,0.54,0.022,2.9,0.0,0.0,0.0,0.0,5.0,0.0,0.0
0000021038,00033182,岡山県182,04,33,305,182,1994,1994-06-01,1994,7,19,2,9.0,34.66444444,134.2994444,1,-1,26.5,11.0,SIS,1994,False,Summer,7.6,31.7,8.1,0.0,0.18,0.026,1.9,0.03,0.0,0.0,0.0,1.3,0.0,0.0
0000021039,00033182,岡山県182,04,33,305,182,1994,1994-09-01,1994,10,11,2,9.0,34.66444444,134.2994444,1,-1,24.5,10.0,SIS,1994,False,Other,6.4,32.3,8.0,0.0,0.32,0.047,2.4,0.02,0.062,0.05,0.02,4.0,0.0,0.0
0000021040,00033182,岡山県182,04,33,305,182,1994,1994-12-01,1995,1,13,2,10.0,34.66444444,134.2994444,1,-1,10.0,12.0,SIS,1994,False,Winter,9.2,32.9,8.3,0.0,0.2,0.026,2.4,0.03,0.006,0.03,0.01,3.2,0.0,0.0
0000022513,00033182,岡山県182,04,33,305,182,1995,1995-03-01,1995,5,16,2,9.0,34.66444444,134.2994444,1,-1,15.7,11.0,SIS,1995,False,Other,7.2,31.5,8.1,0.0,0.21,0.023,3.7,0.06,0.0,0.0,0.0,5.6,0.0,0.0
0000022514,00033182,岡山県182,04,33,305,182,1995,1995-06-01,1995,7,18,2,9.0,34.66444444,134.2994444,1,-1,21.5,10.0,SIS,1995,False,Summer,5.3,31.4,7.8,0.0,0.73,0.03,2.8,0.1,0.027,0.02,0.02,7.4,0.0,0.0
0000022515,00033182,岡山県182,04,33,305,182,1995,1995-09-01,1995,10,17,2,8.0,34.66444444,134.2994444,1,-1,22.5,10.0,SIS,1995,False,Other,6.9,31.8,7.9,0.0,0.22,0.035,3.1,0.03,0.023,0.04,0.0,5.8,0.0,0.0
0000022516,00033182,岡山県182,04,33,305,182,1995,1995-12-01,1996,1,16,2,9.0,34.66444444,134.2994444,1,-1,9.0,11.0,SIS,1995,False,Winter,9.7,32.6,8.2,0.0,0.15,0.024,2.0,0.11,0.0,0.0,0.01,5.4,0.0,0.0
0000023973,00033182,岡山県182,04,33,305,182,1996,1996-03-01,1996,5,14,2,9.0,34.66444444,134.2994444,1,-1,15.0,12.0,SIS,1996,False,Other,8.4,32.6,8.2,0.0,0.13,0.021,2.9,0.03,0.0,0.0,0.0,2.6,0.0,0.0
0000023974,00033182,岡山県182,04,33,305,182,1996,1996-06-01,1996,7,23,2,8.0,34.66444444,134.2994444,1,-1,24.5,10.0,SIS,1996,False,Summer,5.7,31.9,8.1,0.0,0.62,0.043,3.2,0.08,0.021,0.0,0.01,9.2,0.0,0.0
0000023975,00033182,岡山県182,04,33,305,182,1996,1996-09-01,1996,10,22,2,8.0,34.66444444,134.2994444,1,-1,21.0,10.0,SIS,1996,False,Other,7.3,31.2,8.0,0.0,0.31,0.049,1.9,0.01,0.025,0.13,0.02,7.5,0.0,0.0
0000023976,00033182,岡山県182,04,33,305,182,1996,1996-12-01,1997,1,31,2,9.0,34.66444444,134.2994444,1,-1,7.0,11.0,SIS,1996,False,Winter,9.9,32.4,8.1,0.0,0.18,0.025,1.2,0.07,0.0,0.0,0.0,8.7,0.0,0.0
0000025453,00033182,岡山県182,04,33,305,182,1997,1997-03-01,1997,5,20,2,10.0,34.66444444,134.2994444,1,-1,17.5,12.0,SIS,1997,False,Other,8.1,32.3,8.2,0.0,0.15,0.031,3.1,0.03,0.0,0.0,0.0,22.0,0.0,0.0
0000025454,00033182,岡山県182,04,33,305,182,1997,1997-06-01,1997,7,29,2,9.0,34.66444444,134.2994444,1,-1,25.0,11.0,SIS,1997,False,Summer,5.6,31.4,8.0,0.0,0.25,0.053,2.1,0.02,0.012,0.0,0.02,3.4,0.0,0.0
0000025455,00033182,岡山県182,04,33,305,182,1997,1997-09-01,1997,10,28,2,9.0,34.66444444,134.2994444,1,-1,20.5,11.0,SIS,1997,False,Other,7.4,31.2,8.1,0.0,0.26,0.025,1.4,0.02,0.023,0.02,0.02,2.7,0.0,0.0
0000025456,00033182,岡山県182,04,33,305,182,1997,1997-12-01,1998,1,27,2,10.0,34.66444444,134.2994444,1,-1,8.8,12.0,SIS,1997,False,Winter,9.3,31.5,8.2,0.0,0.19,0.034,1.4,0.02,0.015,0.09,0.01,5.3,0.0,0.0
0000026933,00033182,岡山県182,04,33,305,182,1998,1998-03-01,1998,5,19,2,9.0,34.66444444,134.2994444,1,-1,18.5,11.0,SIS,1998,False,Other,7.7,30.2,8.2,0.0,0.16,0.024,2.6,0.02,0.0,0.0,0.0,8.4,0.0,0.0
0000026934,00033182,岡山県182,04,33,305,182,1998,1998-06-01,1998,7,22,2,9.0,34.66444444,134.2994444,1,-1,25.5,11.0,SIS,1998,False,Summer,8.6,30.7,8.0,0.0,0.24,0.042,2.8,0.03,0.0,0.0,0.01,8.7,0.0,0.0
0000026935,00033182,岡山県182,04,33,305,182,1998,1998-09-01,1998,10,20,2,9.0,34.66444444,134.2994444,1,-1,23.0,11.0,SIS,1998,False,Other,6.4,29.8,8.0,0.0,0.22,0.041,2.5,0.13,0.026,0.05,0.02,4.2,0.0,0.0
0000026936,00033182,岡山県182,04,33,305,182,1998,1998-12-01,1999,1,19,2,10.0,34.66444444,134.2994444,1,-1,9.2,12.0,SIS,1998,False,Winter,9.7,32.1,8.1,0.0,0.14,0.025,1.9,0.01,0.0,0.0,0.0,6.1,0.0,0.0
0000028413,00033182,岡山県182,04,33,305,182,1999,1999-03-01,1999,5,18,2,9.0,34.66444444,134.2994444,1,-1,19.0,11.0,SIS,1999,False,Other,8.0,32.0,8.2,0.0,0.14,0.022,2.0,0.02,0.0,0.0,0.0,2.3,0.0,0.0
0000028414,00033182,岡山県182,04,33,305,182,1999,1999-06-01,1999,7,22,2,18.0,34.66444444,134.2994444,1,-1,24.0,20.0,SIS,1999,False,Summer,7.1,30.0,8.1,0.0,0.2,0.022,2.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0
0000028415,00033182,岡山県182,04,33,305,182,1999,1999-09-01,1999,10,29,2,9.0,34.66444444,134.2994444,1,-1,22.0,11.0,SIS,1999,False,Other,5.8,30.8,7.9,0.0,0.44,0.071,3.1,0.07,0.13,0.036,0.03,2.5,0.0,0.0
0000028416,00033182,岡山県182,04,33,305,182,1999,1999-12-01,2000,1,18,2,10.0,34.66444444,134.2994444,1,-1,9.9,12.0,SIS,1999,False,Winter,10.0,31.0,8.3,0.0,0.18,0.02,1.4,0.03,0.0,0.01,0.01,5.8,0.0,0.0
0000029893,00033182,岡山県182,04,33,305,182,2000,2000-03-01,2000,5,16,2,10.0,34.66444444,134.2994444,1,-1,16.5,12.0,SIS,2000,False,Other,8.1,31.9,8.1,0.0,0.26,0.026,2.7,0.04,0.0,0.0,0.0,21.0,0.0,0.0
0000029894,00033182,岡山県182,04,33,305,182,2000,2000-06-01,2000,7,25,2,9.0,34.66444444,134.2994444,1,-1,24.5,11.0,SIS,2000,False,Summer,5.7,31.7,7.9,0.0,0.45,0.041,3.5,0.02,0.0,0.0,0.01,9.1,0.0,0.0
0000029895,00033182,岡山県182,04,33,305,182,2000,2000-09-01,2000,10,17,2,8.0,34.66444444,134.2994444,1,-1,23.5,10.0,SIS,2000,False,Other,7.5,31.8,8.1,0.0,0.35,0.042,4.1,0.02,0.0,0.0,0.0,12.0,0.0,0.0
0000029896,00033182,岡山県182,04,33,305,182,2000,2000-12-01,2001,1,18,2,10.0,34.66444444,134.2994444,1,-1,8.0,12.0,SIS,2000,False,Winter,8.7,32.7,8.2,0.0,0.42,0.035,23.0,0.0,0.019,0.03,0.01,4.0,0.0,0.0
0000031373,00033182,岡山県182,04,33,305,182,2001,2001-03-01,2001,5,15,2,9.0,34.66444444,134.2994444,1,-1,17.0,11.0,SIS,2001,False,Other,8.5,32.8,8.1,0.0,0.26,0.03,2.7,0.0,0.0,0.0,0.0,8.4,0.0,0.0
0000031374,00033182,岡山県182,04,33,305,182,2001,2001-06-01,2001,7,17,2,9.0,34.66444444,134.2994444,1,-1,25.0,11.0,SIS,2001,False,Summer,6.1,32.0,8.1,0.0,0.27,0.028,2.3,0.05,0.0,0.0,0.01,2.9,0.0,0.0
0000031375,00033182,岡山県182,04,33,305,182,2001,2001-09-01,2001,10,16,2,9.0,34.66444444,134.2994444,1,-1,22.7,11.0,SIS,2001,False,Other,6.9,31.5,8.0,0.0,0.34,0.052,2.8,0.01,0.026,0.05,0.01,7.0,0.0,0.0
0000031376,00033182,岡山県182,04,33,305,182,2001,2001-12-01,2002,1,15,2,11.0,34.66444444,134.2994444,1,-1,9.5,13.0,SIS,2001,False,Winter,9.1,32.4,8.1,0.0,0.15,0.022,2.0,0.06,0.006,0.01,0.01,3.7,0.0,0.0
0000032853,00033182,岡山県182,04,33,305,182,2002,2002-03-01,2002,5,14,2,12.0,34.66444444,134.2994444,1,-1,17.0,14.0,SIS,2002,False,Other,7.9,32.1,8.1,0.0,0.2,0.033,2.6,0.04,0.005,0.01,0.01,5.0,0.0,0.0
0000032854,00033182,岡山県182,04,33,305,182,2002,2002-06-01,2002,7,18,2,9.0,34.66444444,134.2994444,1,-1,26.0,11.0,SIS,2002,False,Summer,6.2,31.7,8.1,0.0,0.3,0.024,2.2,0.03,0.005,0.01,0.01,2.0,0.0,0.0
0000032855,00033182,岡山県182,04,33,305,182,2002,2002-09-01,2002,10,15,2,10.0,34.66444444,134.2994444,1,-1,23.8,12.0,SIS,2002,False,Other,6.2,32.1,7.8,0.0,0.39,0.061,1.7,0.02,0.03,0.14,0.03,1.5,0.0,0.0
0000032856,00033182,岡山県182,04,33,305,182,2002,2002-12-01,2003,1,14,2,10.0,34.66444444,134.2994444,1,-1,8.5,12.0,SIS,2002,False,Winter,9.7,33.2,8.2,0.0,0.16,0.027,2.7,0.01,0.005,0.01,0.01,5.2,0.0,0.0
0000034334,00033182,岡山県182,04,33,305,182,2003,2003-03-01,2003,5,13,2,9.0,34.66444444,134.2994444,1,-1,17.5,11.0,SIS,2003,False,Other,6.8,31.6,8.2,0.0,0.21,0.02,3.1,0.03,0.0,0.0,0.0,2.8,0.0,0.0
